date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2015-09-15 00:00:00+00:00,116.28,116.53,114.42,115.93,43341155,26.418764513,26.4755644023,25.9961733366,26.339244668,173364620,0.0,1.0
2015-09-16 00:00:00+00:00,116.41,116.54,115.44,116.25,37173489,26.4483004555,26.4778363979,26.227916885,26.4119485263,148693956,0.0,1.0
2015-09-17 00:00:00+00:00,113.92,116.49,113.715,115.66,64112641,25.882573558,26.46647642,25.8359976488,26.2779007875,256450564,0.0,1.0
2015-09-18 00:00:00+00:00,113.45,114.3,111.87,112.21,74285291,25.7757897661,25.9689093897,25.4168144657,25.4940623151,297141164,0.0,1.0
2015-09-21 00:00:00+00:00,115.21,115.37,113.66,113.67,50221965,26.1756609868,26.2120129159,25.8235016731,25.8257736687,200887860,0.0,1.0
2015-09-22 00:00:00+00:00,113.4,114.18,112.5201,113.38,50346159,25.7644297882,25.9416454429,25.5645168978,25.7598857971,201384636,0.0,1.0
2015-09-23 00:00:00+00:00,114.32,114.72,113.3,113.63,35756716,25.9734533809,26.0643332038,25.7417098325,25.8166856864,143026864,0.0,1.0
2015-09-24 00:00:00+00:00,115.0,115.5,112.37,113.25,50219475,26.1279490798,26.2415488584,25.5304142443,25.7303498547,200877900,0.0,1.0
2015-09-25 00:00:00+00:00,114.71,116.69,114.02,116.44,56151926,26.0620612082,26.5119163315,25.9052935137,26.4551164422,224607704,0.0,1.0
2015-09-28 00:00:00+00:00,112.44,114.57,112.44,113.85,50782189,25.5463182133,26.0302532702,25.5463182133,25.866669589,203128756,0.0,1.0
2015-09-29 00:00:00+00:00,109.06,113.51,107.86,112.83,73365384,24.7783837099,25.7894217395,24.5057442413,25.6349260406,293461536,0.0,1.0
2015-09-30 00:00:00+00:00,109.95,111.54,108.73,110.17,65041596,24.9805913158,25.3418386118,24.703407856,25.0305752184,260166384,0.0,1.0
2015-10-01 00:00:00+00:00,109.58,109.62,107.31,109.07,63929100,24.8965274797,24.905615462,24.3807844848,24.7806557055,255716400,0.0,1.0
2015-10-02 00:00:00+00:00,110.38,111.0136,107.55,108.01,58019758,25.0782871254,25.2222407649,24.4353123785,24.5398241748,232079032,0.0,1.0
2015-10-05 00:00:00+00:00,110.78,111.3698,109.07,109.88,52064743,25.1691669483,25.3031692472,24.7806557055,24.9646873468,208258972,0.0,1.0
2015-10-06 00:00:00+00:00,111.31,111.74,109.765,110.63,48856977,25.2895827137,25.3872785233,24.9385593978,25.1350870147,195427908,0.0,1.0
2015-10-07 00:00:00+00:00,110.78,111.77,109.41,111.74,46765550,25.1691669483,25.39409451,24.8579035549,25.3872785233,187062200,0.0,1.0
2015-10-08 00:00:00+00:00,109.5,110.19,108.21,110.19,61979577,24.8783515151,25.0351192096,24.5852640863,25.0351192096,247918308,0.0,1.0
2015-10-09 00:00:00+00:00,112.12,112.28,109.49,110.0,52766140,25.473614355,25.5099662842,24.8760795195,24.9919512937,211064560,0.0,1.0
2015-10-12 00:00:00+00:00,111.6,112.75,111.44,112.73,30467204,25.3554705852,25.616750076,25.3191186561,25.6122060849,121868816,0.0,1.0
2015-10-13 00:00:00+00:00,111.79,112.45,110.68,110.82,33049256,25.3986385011,25.5485902089,25.1464469926,25.1782549306,132197024,0.0,1.0
2015-10-14 00:00:00+00:00,110.21,111.52,109.56,111.29,44462449,25.0396632007,25.3372946207,24.8919834885,25.2850387225,177849796,0.0,1.0
2015-10-15 00:00:00+00:00,111.86,112.1,110.49,110.93,37673452,25.4145424701,25.4690703639,25.1032790767,25.2032468819,150693808,0.0,1.0
2015-10-16 00:00:00+00:00,111.04,112.0,110.53,111.78,39232609,25.2282388332,25.4463504081,25.112367059,25.3963665055,156930436,0.0,1.0
2015-10-19 00:00:00+00:00,111.73,111.75,110.11,110.8,29759153,25.3850065277,25.3895505188,25.016943245,25.1737109395,119036612,0.0,1.0
2015-10-20 00:00:00+00:00,113.77,114.17,110.82,111.34,48967763,25.8484936244,25.9393734473,25.1782549306,25.2963987004,195871052,0.0,1.0
2015-10-21 00:00:00+00:00,113.76,115.58,113.7,114.0,42326974,25.8462216288,26.259724823,25.8325896554,25.9007495226,169307896,0.0,1.0
2015-10-22 00:00:00+00:00,115.5,115.5,114.1,114.33,41654089,26.2415488584,26.2415488584,25.9234694783,25.9757253764,166616356,0.0,1.0
2015-10-23 00:00:00+00:00,119.08,119.228,116.33,116.7,59366914,27.0549232732,27.0885488077,26.4301244909,26.514188327,237467656,0.0,1.0
2015-10-26 00:00:00+00:00,115.28,118.13,114.92,118.08,66333781,26.1915649558,26.8390836939,26.1097731152,26.827723716,265335124,0.0,1.0
2015-10-27 00:00:00+00:00,114.55,116.54,113.99,115.4,69884400,26.025709279,26.4778363979,25.898477527,26.2188289027,279537600,0.0,1.0
2015-10-28 00:00:00+00:00,119.27,119.3,116.06,116.93,85551352,27.0980911891,27.1049071758,26.3687806104,26.5664442252,342205408,0.0,1.0
2015-10-29 00:00:00+00:00,120.53,120.69,118.27,118.7,51227334,27.3843626312,27.4207145603,26.8708916319,26.9685874415,204909336,0.0,1.0
2015-10-30 00:00:00+00:00,119.5,121.22,119.45,120.99,49365254,27.1503470872,27.5411303257,27.1389871094,27.4888744275,197461016,0.0,1.0
2015-11-02 00:00:00+00:00,121.18,121.36,119.61,119.87,32203267,27.5320423434,27.5729382637,27.1753390385,27.2344109234,128813068,0.0,1.0
2015-11-03 00:00:00+00:00,122.57,123.49,120.7,120.79,45518976,27.8478497279,28.0568733205,27.4229865559,27.4434345161,182075904,0.0,1.0
2015-11-04 00:00:00+00:00,122.0,123.82,121.62,123.13,44886050,27.7183459803,28.1318491744,27.6320101485,27.9750814799,179544200,0.0,1.0
2015-11-05 00:00:00+00:00,120.92,122.69,120.18,121.85,39552680,27.5911142282,27.9949868067,27.4222635457,27.8033184644,158210720,0.52,1.0
2015-11-06 00:00:00+00:00,121.06,121.81,120.62,121.11,33042283,27.623058952,27.7941914005,27.5226612489,27.6344677819,132169132,0.0,1.0
2015-11-09 00:00:00+00:00,120.57,121.81,120.05,120.96,33871405,27.511252419,27.7941914005,27.392600588,27.6002412922,135485620,0.0,1.0
2015-11-10 00:00:00+00:00,116.77,118.07,116.061,116.9,59127931,26.6441813466,26.940810924,26.4824041386,26.6738443043,236511724,0.0,1.0
2015-11-11 00:00:00+00:00,116.11,117.42,115.21,116.37,45217971,26.4935847919,26.7924961353,26.2882258538,26.5529107074,180871884,0.0,1.0
2015-11-12 00:00:00+00:00,115.72,116.82,115.65,116.26,32525579,26.4045959187,26.6555901765,26.3886235569,26.5278112816,130102316,0.0,1.0
2015-11-13 00:00:00+00:00,112.34,115.57,112.27,115.2,45812403,25.6333590175,26.370369429,25.6173866557,26.2859440878,183249612,0.0,1.0
2015-11-16 00:00:00+00:00,114.175,114.24,111.0,111.38,38106701,26.0520630748,26.0668945537,25.3276023762,25.4143094835,152426804,0.0,1.0
2015-11-17 00:00:00+00:00,113.69,115.05,113.32,114.92,27583101,25.9413974248,26.2517175981,25.8569720836,26.2220546403,110332404,0.0,1.0
2015-11-18 00:00:00+00:00,117.29,117.49,115.5,115.76,46674697,26.7628331776,26.8084684972,26.3543970672,26.4137229826,186698788,0.0,1.0
2015-11-19 00:00:00+00:00,118.78,119.75,116.76,117.64,43295820,27.1028163086,27.3241476086,26.6418995806,26.8426949869,173183280,0.0,1.0
2015-11-20 00:00:00+00:00,119.3,119.92,118.85,119.2,34287096,27.2214681395,27.3629376303,27.1187886704,27.1986504797,137148384,0.0,1.0
2015-11-23 00:00:00+00:00,117.75,119.73,117.34,119.27,32482528,26.8677944126,27.3195840766,26.7742420075,27.2146228416,129930112,0.0,1.0
2015-11-24 00:00:00+00:00,118.88,119.35,117.12,117.33,42803172,27.1256339684,27.2328769694,26.7240431559,26.7719602415,171212688,0.0,1.0
2015-11-25 00:00:00+00:00,118.03,119.23,117.92,119.21,21388308,26.9316838601,27.2054957777,26.9065844343,27.2009322457,85553232,0.0,1.0
2015-11-27 00:00:00+00:00,117.81,118.41,117.6,118.29,13046445,26.8814850085,27.0183909673,26.8335679229,26.9910097755,52185780,0.0,1.0
2015-11-30 00:00:00+00:00,118.3,119.41,117.75,117.99,39180322,26.9932915415,27.2465675653,26.8677944126,26.9225567962,156721288,0.0,1.0
2015-12-01 00:00:00+00:00,117.34,118.81,116.86,118.75,34852374,26.7742420075,27.1096616065,26.6647172404,27.0959710106,139409496,0.0,1.0
2015-12-02 00:00:00+00:00,116.28,118.11,116.08,117.05,33386563,26.5323748136,26.9499379879,26.486739494,26.708070794,133546252,0.0,1.0
2015-12-03 00:00:00+00:00,115.2,116.79,114.22,116.55,41569509,26.2859440878,26.6487448786,26.0623310218,26.5939824951,166278036,0.0,1.0
2015-12-04 00:00:00+00:00,119.03,119.25,115.11,115.29,57776977,27.1598604581,27.2100593096,26.265408194,26.3064799816,231107908,0.0,1.0
2015-12-07 00:00:00+00:00,118.28,119.86,117.81,118.98,32084249,26.9887280096,27.3492470344,26.8814850085,27.1484516282,128336996,0.0,1.0
2015-12-08 00:00:00+00:00,118.23,118.6,116.86,117.52,34309450,26.9773191797,27.0617445209,26.6647172404,26.8153137951,137237800,0.0,1.0
2015-12-09 00:00:00+00:00,115.62,117.69,115.08,117.64,46361357,26.3817782589,26.8541038168,26.258562896,26.8426949869,185445428,0.0,1.0
2015-12-10 00:00:00+00:00,116.17,116.94,115.51,116.04,29212727,26.5072753878,26.6829713683,26.3566788332,26.4776124301,116850908,0.0,1.0
2015-12-11 00:00:00+00:00,113.18,115.39,112.851,115.19,46886161,25.8250273598,26.3292976414,25.7499572591,26.2836623218,187544644,0.0,1.0
2015-12-14 00:00:00+00:00,112.48,112.68,109.79,112.18,65003609,25.6653037413,25.7109390609,25.0515086927,25.5968507619,260014436,0.0,1.0
2015-12-15 00:00:00+00:00,110.49,112.8,110.35,111.94,53323105,25.2112323113,25.7383202526,25.1792875876,25.5420883783,213292420,0.0,1.0
2015-12-16 00:00:00+00:00,111.34,111.99,108.8,111.07,56238467,25.4051824196,25.5534972082,24.8256138607,25.3435747381,224953868,0.0,1.0
2015-12-17 00:00:00+00:00,108.98,112.25,108.98,112.02,44772827,24.8666856483,25.6128231237,24.8666856483,25.5603425062,179091308,0.0,1.0
2015-12-18 00:00:00+00:00,106.03,109.52,105.81,108.91,96453327,24.1935646843,24.9899010112,24.1433658327,24.8507132865,385813308,0.0,1.0
2015-12-21 00:00:00+00:00,107.33,107.37,105.57,107.28,47590610,24.4901942616,24.4993213256,24.0886034492,24.4787854317,190362440,0.0,1.0
2015-12-22 00:00:00+00:00,107.23,107.72,106.451,107.4,32789367,24.4673766018,24.5791831349,24.289627032,24.5061666235,131157468,0.0,1.0
2015-12-23 00:00:00+00:00,108.61,108.85,107.2,107.27,32657354,24.7822603071,24.8370226906,24.4605313039,24.4765036658,130629416,0.0,1.0
2015-12-24 00:00:00+00:00,108.03,109.0,107.95,109.0,13596680,24.6499178802,24.8712491803,24.6316637524,24.8712491803,54386720,0.0,1.0
2015-12-28 00:00:00+00:00,106.82,107.69,106.1807,107.59,26704210,24.3738241967,24.5723378369,24.2279508976,24.5495201771,106816840,0.0,1.0
2015-12-29 00:00:00+00:00,108.74,109.43,106.86,106.96,30931243,24.8119232648,24.9693651174,24.3829512606,24.4057689204,123724972,0.0,1.0
2015-12-30 00:00:00+00:00,107.32,108.7,107.18,108.58,25213777,24.4879124957,24.8027962009,24.4559677719,24.7754150091,100855108,0.0,1.0
2015-12-31 00:00:00+00:00,105.26,107.03,104.82,107.01,40912316,24.0178687038,24.4217412822,23.9174710007,24.4171777503,163649264,0.0,1.0
2016-01-04 00:00:00+00:00,105.35,105.368,102.0,102.61,67649387,24.0384045976,24.0425117764,23.2740129944,23.4132007192,270597548,0.0,1.0
2016-01-05 00:00:00+00:00,102.71,105.85,102.41,105.75,55790992,23.436018379,24.1524928966,23.3675653996,24.1296752368,223163968,0.0,1.0
2016-01-06 00:00:00+00:00,100.7,102.37,99.87,100.56,68457388,22.977383417,23.3584383356,22.7879968407,22.9454386933,273829552,0.0,1.0
2016-01-07 00:00:00+00:00,96.45,100.13,96.43,98.68,81094428,22.0076328756,22.8473227562,22.0030693436,22.5164666891,324377712,0.0,1.0
2016-01-08 00:00:00+00:00,96.96,99.11,96.76,98.55,70798016,22.1240029405,22.6145826262,22.0783676209,22.4868037313,283192064,0.0,1.0
2016-01-11 00:00:00+00:00,98.53,99.06,97.34,98.97,49739377,22.4822401994,22.6031737963,22.2107100478,22.5826379025,198957508,0.0,1.0
2016-01-12 00:00:00+00:00,99.96,100.69,98.8399,100.55,49154227,22.8085327345,22.975101651,22.5529521271,22.9431569273,196616908,0.0,1.0
2016-01-13 00:00:00+00:00,97.39,101.19,97.3,100.32,62439631,22.2221188777,23.08918995,22.2015829839,22.8906763098,249758524,0.0,1.0
2016-01-14 00:00:00+00:00,99.52,100.48,95.74,97.96,63170127,22.7081350314,22.9271845654,21.845627491,22.3521795385,252680508,0.0,1.0
2016-01-15 00:00:00+00:00,97.13,97.71,95.36,96.2,79833891,22.1627929622,22.295135389,21.7589203838,21.9505887261,319335564,0.0,1.0
2016-01-19 00:00:00+00:00,96.66,98.65,95.5,98.41,53087747,22.0555499612,22.5096213911,21.7908651075,22.4548590076,212350988,0.0,1.0
2016-01-20 00:00:00+00:00,96.79,98.1897,93.42,95.1,72334416,22.0852129189,22.4045917031,21.3162577837,21.6995944683,289337664,0.0,1.0
2016-01-21 00:00:00+00:00,96.3,97.88,94.94,97.06,52161463,21.9734063859,22.3339254107,21.6630862126,22.1468206003,208645852,0.0,1.0
2016-01-22 00:00:00+00:00,101.42,101.46,98.37,98.63,65800467,23.1416705676,23.1507976315,22.4457319437,22.5050578592,263201868,0.0,1.0
2016-01-25 00:00:00+00:00,99.44,101.53,99.21,101.52,51794525,22.6898809035,23.1667699933,22.637400286,23.1644882274,207178100,0.0,1.0
2016-01-26 00:00:00+00:00,99.99,100.88,98.07,99.93,75077002,22.8153780324,23.0184552046,22.3772789643,22.8016874366,300308008,0.0,1.0
2016-01-27 00:00:00+00:00,93.42,96.6289,93.34,96.04,133369674,21.3162577837,22.048453669,21.2980036558,21.9140804704,533478696,0.0,1.0
2016-01-28 00:00:00+00:00,94.09,94.52,92.39,93.79,55678825,21.4691361043,21.5672520415,21.0812358878,21.4006831249,222715300,0.0,1.0
2016-01-29 00:00:00+00:00,97.34,97.34,94.35,94.79,64416504,22.2107100478,22.2107100478,21.5284620198,21.6288597229,257666016,0.0,1.0
2016-02-01 00:00:00+00:00,96.43,96.71,95.4,96.47,40943541,22.0030693436,22.066958791,21.7680474477,22.0121964075,163774164,0.0,1.0
2016-02-02 00:00:00+00:00,94.48,96.04,94.28,95.42,37357215,21.5581249775,21.9140804704,21.5124896579,21.7726109796,149428860,0.0,1.0
2016-02-03 00:00:00+00:00,96.35,96.84,94.08,95.0,45964294,21.9848152158,22.0966217488,21.4668543384,21.6767768085,183857176,0.0,1.0
2016-02-04 00:00:00+00:00,96.6,97.33,95.19,95.86,46471652,22.1605111962,22.327976757,21.8370503185,21.9907515866,185886608,0.52,1.0
2016-02-05 00:00:00+00:00,94.02,96.92,93.69,96.52,46418064,21.5686466115,22.2339207571,21.4929430018,22.142158806,185672256,0.0,1.0
2016-02-08 00:00:00+00:00,95.01,95.7,93.04,93.13,54021375,21.7957574405,21.9540468062,21.3438298312,21.3644762702,216085500,0.0,1.0
2016-02-09 00:00:00+00:00,94.99,95.94,93.93,94.29,44331195,21.791169343,22.0091039769,21.5480001725,21.6305859285,177324780,0.0,1.0
2016-02-10 00:00:00+00:00,94.27,96.35,94.1,95.92,42343601,21.6259978309,22.1031599768,21.5869990017,22.0045158793,169374404,0.0,1.0
2016-02-11 00:00:00+00:00,93.7,94.72,92.59,93.79,50074711,21.4952370506,21.7292300259,21.2405976362,21.5158834896,200298844,0.0,1.0
2016-02-12 00:00:00+00:00,93.99,94.5,93.01,94.19,40351381,21.5617644651,21.6787609528,21.3369476849,21.6076454407,161405524,0.0,1.0
2016-02-16 00:00:00+00:00,96.64,96.85,94.61,95.02,49057916,22.1696873913,22.2178624157,21.7039954894,21.7980514893,196231664,0.0,1.0
2016-02-17 00:00:00+00:00,98.12,98.21,96.15,96.67,44863243,22.5092066105,22.5298530495,22.0572790012,22.1765695377,179452972,0.0,1.0
2016-02-18 00:00:00+00:00,96.26,98.89,96.091,98.84,39020983,22.0825135378,22.6858483664,22.0437441134,22.6743781225,156083932,0.0,1.0
2016-02-19 00:00:00+00:00,96.04,96.7599,95.8,96.0,35374173,22.0320444647,22.1971930362,21.976987294,22.0228682695,141496692,0.0,1.0
2016-02-22 00:00:00+00:00,96.88,96.9,95.92,96.31,34280758,22.224744562,22.2293326596,22.0045158793,22.0939837817,137123032,0.0,1.0
2016-02-23 00:00:00+00:00,94.69,96.5,94.55,96.4,31942633,21.7223478796,22.1375707084,21.6902311967,22.1146302207,127770532,0.0,1.0
2016-02-24 00:00:00+00:00,96.1,96.38,93.32,93.98,36255745,22.0458087573,22.1100421231,21.408063197,21.5594704164,145022980,0.0,1.0
2016-02-25 00:00:00+00:00,96.76,96.76,95.25,96.05,27582659,22.1972159767,22.1972159767,21.8508146112,22.0343385134,110330636,0.0,1.0
2016-02-26 00:00:00+00:00,96.91,98.0237,96.58,97.2,28991131,22.2316267083,22.4871149208,22.1559230987,22.2981541229,115964524,0.0,1.0
2016-02-29 00:00:00+00:00,96.69,98.23,96.65,96.86,35216277,22.1811576352,22.534441147,22.1719814401,22.2201564645,140865108,0.0,1.0
2016-03-01 00:00:00+00:00,100.53,100.77,97.42,97.65,50407147,23.062072366,23.1171295367,22.348623196,22.4013863179,201628588,0.0,1.0
2016-03-02 00:00:00+00:00,100.75,100.89,99.64,100.51,33169560,23.1125414391,23.144658122,22.8579020248,23.0574842685,132678240,0.0,1.0
2016-03-03 00:00:00+00:00,101.5,101.7099,100.45,100.58,36955742,23.2845950975,23.3327471813,23.0437199758,23.0735426099,147822968,0.0,1.0
2016-03-04 00:00:00+00:00,103.01,103.75,101.37,102.37,46055100,23.630996463,23.8007560725,23.2547724634,23.4841773412,184220400,0.0,1.0
2016-03-07 00:00:00+00:00,101.87,102.83,100.96,102.39,35915810,23.3694749023,23.589703585,23.1607164635,23.4887654387,143663240,0.0,1.0
2016-03-08 00:00:00+00:00,101.03,101.76,100.4,100.78,31182194,23.1767748049,23.3442403657,23.0322497319,23.1194235855,124728776,0.0,1.0
2016-03-09 00:00:00+00:00,101.12,101.58,100.27,101.31,27201683,23.1974212439,23.3029474877,23.0024270978,23.2410081707,108806732,0.0,1.0
